PROFILE_DEVICE_OS,PRODUCT_GROUP_TARIFF,FILIAL_ID,NETWORK_SQI_DATA,NETWORK_OVERLOAD,SNAP_DATE_DAY,NETWORK_PROSTOI,SURVEY_GENDER,NETWORK_DURATION_2G,PRODUCT_PEREPLATY,NETWORK_4G_SHARE,PRODUCT_NAME_LINE_TP,NETWORK_DURATION_4G,REGION_FILIAL,NPS,SURVEY_ARPU_GROUP,NETWORK_VOLTE,PROFILE_DEVICE_TYPE,PROFILE_KINOPOISK,PRODUCT_EVA_TYPE,PROFILE_DEVICE_PRICE,NETWORK_VOWIFI,SURVEY_CITY_SIZE,SURVEY_OPERATOR_AGE_GROUP,SURVEY_AGE_GROUP,NETWORK_SQI_VOICE,PRODUCT_TARIFF_CHANGE,NETWORK_SPEED_LTE,NETWORK_SPD_LOWER_THAN_2000
Прочее,Агентский конвергент,3,Прочее,Нет,2024-03-09,Риск простоя,Муж,Более 20%,До 40 руб,b. <80%,Новая линейка ПД 2022,Менее 80%,Поволжский филиал,-0.05057176010545972,Высокий,Не VoLTE,SMART WATCH,Нет,Ева Volte,25-50 тыс. руб.,Нет,Средний,55+,18-24,98..99.5%,31-90 дней,2...5 Mbps,Прочее
Прочее,Сэмплинг,6,<98%,Более 15 дней,2024-11-11,1-5 часов,Не определен,Более 20%,Более 40 руб,a. <100 MB,Управляй!+ 2.0,Прочее,Кавказский филиал,-0.3825454531132665,Средний,Не VoLTE,LAPTOP,100MB - 1GB,Ева+,10-25 тыс. руб.,Нет,Малый,55+,18-24,98..99.5%,Более 366 дней,>10 Mbps,Более 80%
iOS,СНГ,17,98...99.5%,Нет,2023-12-23,1-5 часов,Жен,Менее 5%,Более 40 руб,c. 80-90%,Без переплат - Линейка 1.3,Более 80%,Дальневосточный филиал,0.48294064061099734,Высокий,До 80%,SMART WATCH,100MB - 1GB,Ева Volte,25-50 тыс. руб.,Есть,Средний,55+,25-34,<98%,181-366 дней,5...10 Mbps,Более 80%
iOS,ПД,7,<98%,До 15 дней,2024-02-10,Более 24 часов,Муж,Менее 5%,До 40 руб,b. <80%,Включайся! - Линейка 2.2,Прочее,Кавказский филиал,-1.0,Низкий,Более 80%,SMART WATCH,100MB - 1GB,Ева+,10-25 тыс. руб.,Нет,Большой,45-54,55+,98..99.5%,31-90 дней,2...5 Mbps,Более 80%
Android,ПД,6,>99.5%,Нет,2023-10-23,Нет простоя,Жен,5...20%,Более 40 руб,d. >90%,Твой интернет - линейка 2019,Менее 80%,Сибирский филиал,0.09423679095237747,Средний,Более 80%,TABLET,Более 1GB,Ева МЛК,25-50 тыс. руб.,Нет,Средний,55+,55+,98..99.5%,Прочее,5...10 Mbps,Менее 20%
iOS,Все мобильные,13,Прочее,Более 15 дней,2023-04-06,Риск простоя,Муж,5...20%,До 40 руб,a. <100 MB,Включайся! - Линейка 2.1,Прочее,Поволжский филиал,-0.04049045435820454,Средний,Более 80%,SMART WATCH,Нет,Ева+,Нет данных,Есть,Малый,45-54,25-34,<98%,181-366 дней,>10 Mbps,Более 80%
iOS,Сэмплинг,14,>99.5%,Более 15 дней,2024-06-22,Нет простоя,Жен,5...20%,Нет переплат,c. 80-90%,Без переплат - Линейка 2.0,Более 80%,Уральский филиал,-0.1489742927279653,Высокий,Не VoLTE,SMARTPHONE,До 100MB,Ева Volte,Нет данных,Есть,Малый,25-34,35-44,<98%,До 30 дней,>10 Mbps,Менее 20%
iOS,Прочие,19,Прочее,Нет,2024-02-29,Нет простоя,Муж,Прочее,До 40 руб,d. >90%,Тарифные планы FMC - Объединяй 6.1,Более 80%,Сибирский филиал,0.07537482053042978,Средний,Не VoLTE,DATA CARD,Более 1GB,Ева МЛК,До 10 тыс. руб.,Нет,Средний,55+,55+,<98%,31-90 дней,5...10 Mbps,Более 80%
Android,Прочие,8,98...99.5%,До 15 дней,2024-05-04,Риск простоя,Жен,Менее 5%,Нет переплат,a. <100 MB,Включайся! - Линейка 3.4.3 - Прочие ТП,Более 80%,Северо-Западный филиал,1.0,Низкий,Более 80%,UNDEFINED,100MB - 1GB,Ева+,Нет данных,Нет,Большой,25-34,55+,Прочее,До 30 дней,Прочее,Прочее
Прочее,Без переплат,13,98...99.5%,До 15 дней,2024-07-22,5-24 часа,Муж,Прочее,До 40 руб,d. >90%,Нет,Более 80%,Поволжский филиал,1.0,Низкий,Не VoLTE,SMART WATCH,100MB - 1GB,Ева Volte,Нет данных,Нет,Малый,55+,55+,>99.5%,181-366 дней,>10 Mbps,Менее 20%
Прочее,ПД,9,>99.5%,Нет,2024-12-17,Нет простоя,Не определен,Более 20%,До 40 руб,b. <80%,Без переплат - Линейка 2.3,Менее 80%,Сибирский филиал,-0.16341908819568726,Высокий,Более 80%,PHONE,До 100MB,Ева+,Более 50 тыс. руб,Есть,Средний,18-24,55+,>99.5%,До 30 дней,2...5 Mbps,Более 80%
Android,Прочие,5,Прочее,Более 15 дней,2024-03-01,5-24 часа,Жен,5...20%,Нет переплат,c. 80-90%,China,Прочее,Столичный филиал,-0.0,Низкий,До 80%,SMART WATCH,Более 1GB,Ева Volte,Нет данных,Есть,Средний,55+,45-54,>99.5%,31-90 дней,<2 Mbps,Менее 20%
Прочее,Все мобильные,11,>99.5%,До 15 дней,2023-11-01,1-5 часов,Муж,5...20%,До 40 руб,a. <100 MB,CVM,Менее 80%,Северо-Западный филиал,0.0,Средний,Не VoLTE,ROUTER,До 100MB,Ева МЛК,25-50 тыс. руб.,Есть,Большой,55+,35-44,98..99.5%,Более 366 дней,Прочее,Прочее
Прочее,Все включено,7,98...99.5%,Нет,2023-09-04,1-5 часов,Не определен,Более 20%,До 40 руб,a. <100 MB,Включайся! - Линейка 2.2,Прочее,Столичный филиал,-0.49187680051614724,Высокий,До 80%,UNDEFINED,Более 1GB,Ева Volte,Более 50 тыс. руб,Есть,Средний,35-44,55+,Прочее,91-180 дней,2...5 Mbps,Прочее
Android,Все мобильные,6,Прочее,Более 15 дней,2024-10-22,Более 24 часов,Не определен,Более 20%,Более 40 руб,c. 80-90%,CVM: Персональный 3.0,Менее 80%,Кавказский филиал,0.0,Средний,До 80%,SMART WATCH,100MB - 1GB,Ева+,До 10 тыс. руб.,Нет,Средний,55+,35-44,>99.5%,31-90 дней,<2 Mbps,20...80%
iOS,Все включено,12,>99.5%,Более 15 дней,2024-01-11,5-24 часа,Муж,Более 20%,До 40 руб,a. <100 MB,Управляй!+ 2.0,Более 80%,Северо-Западный филиал,0.039818423109186804,Высокий,Более 80%,DATA CARD,До 100MB,Ева МЛК,10-25 тыс. руб.,Есть,Большой,35-44,25-34,>99.5%,До 30 дней,5...10 Mbps,20...80%
Прочее,Внутрисетевые,12,>99.5%,До 15 дней,2024-11-04,1-5 часов,Не определен,Менее 5%,До 40 руб,c. 80-90%,Тёплый приём - линейка 5.0,Прочее,Столичный филиал,-0.0,Средний,До 80%,SMART WATCH,100MB - 1GB,Ева МЛК,Более 50 тыс. руб,Есть,Средний,18-24,55+,Прочее,Более 366 дней,Прочее,Более 80%
iOS,Прочие,6,Прочее,Более 15 дней,2023-03-28,Более 24 часов,Не определен,Прочее,До 40 руб,d. >90%,Включайся! - Линейка 2.1,Прочее,Сибирский филиал,0.06403528749268966,Средний,Более 80%,UNDEFINED,До 100MB,Ева+,Нет данных,Нет,Малый,55+,35-44,98..99.5%,181-366 дней,>10 Mbps,Более 80%
Прочее,Все мобильные,4,<98%,Нет,2024-09-23,1-5 часов,Жен,Менее 5%,До 40 руб,b. <80%,Умные вещи,Прочее,Кавказский филиал,-0.5147391845015648,Низкий,До 80%,UNDEFINED,До 100MB,Ева МЛК,10-25 тыс. руб.,Нет,Средний,55+,25-34,98..99.5%,91-180 дней,5...10 Mbps,20...80%
Android,Включайся!,13,<98%,Более 15 дней,2023-05-27,Нет простоя,Муж,Более 20%,До 40 руб,d. >90%,Без переплат - Линейка 2.0,Прочее,Уральский филиал,0.26982980755356994,Средний,До 80%,UNDEFINED,Нет,Ева МЛК,Нет данных,Есть,Средний,25-34,55+,>99.5%,31-90 дней,Прочее,20...80%
Android,Без переплат,12,98...99.5%,До 15 дней,2024-08-30,Риск простоя,Не определен,Менее 5%,До 40 руб,d. >90%,Тарифные планы FMC - Объединяй 3.0,Менее 80%,Столичный филиал,-0.0,Средний,До 80%,SMART WATCH,Нет,Ева+,Нет данных,Есть,Средний,55+,45-54,Прочее,До 30 дней,>10 Mbps,Менее 20%
iOS,Без переплат,15,98...99.5%,Нет,2024-03-18,Нет простоя,Муж,5...20%,Более 40 руб,b. <80%,Включайся! - Линейка 3.4.1 - Прочие ТП,Прочее,Кавказский филиал,0.009722919539342453,Средний,Не VoLTE,TABLET,100MB - 1GB,Ева Volte,25-50 тыс. руб.,Есть,Большой,55+,35-44,Прочее,31-90 дней,>10 Mbps,20...80%
Прочее,ПД,8,>99.5%,Нет,2023-05-26,Риск простоя,Жен,Менее 5%,Нет переплат,b. <80%,Без переплат - Линейка 2.3,Менее 80%,Дальневосточный филиал,-0.24228257822245397,Высокий,Не VoLTE,LAPTOP,Более 1GB,Ева+,Нет данных,Нет,Большой,25-34,25-34,>99.5%,Более 366 дней,5...10 Mbps,20...80%
iOS,Прочие,13,98...99.5%,Более 15 дней,2023-04-22,Нет простоя,Жен,Более 20%,До 40 руб,b. <80%,Тёплый приём - линейка 4.1,Более 80%,Кавказский филиал,-0.0,Низкий,Не VoLTE,TABLET,Более 1GB,Ева Volte,Нет данных,Нет,Средний,55+,55+,<98%,91-180 дней,Прочее,Более 80%
Android,Персональные,11,98...99.5%,Нет,2024-05-08,Нет простоя,Жен,5...20%,Нет переплат,a. <100 MB,Тёплый приём - линейка 5.1,Менее 80%,Поволжский филиал,-0.2154812975735921,Высокий,Не VoLTE,SMART WATCH,Нет,Ева Volte,10-25 тыс. руб.,Нет,Средний,55+,55+,<98%,31-90 дней,Прочее,Менее 20%
Прочее,Без переплат,11,>99.5%,До 15 дней,2024-12-05,5-24 часа,Не определен,Прочее,Нет переплат,d. >90%,Тёплый приём - линейка 5.0,Менее 80%,Столичный филиал,0.06872689739454448,Средний,Более 80%,NETWORK DEVICE,До 100MB,Ева Volte,Нет данных,Есть,Малый,35-44,55+,<98%,91-180 дней,Прочее,Менее 20%
Прочее,СНГ,11,<98%,Более 15 дней,2024-11-17,1-5 часов,Не определен,5...20%,Нет переплат,b. <80%,PowerNET 2.0,Менее 80%,Уральский филиал,-0.0,Высокий,Не VoLTE,ROUTER,100MB - 1GB,Ева+,Нет данных,Есть,Средний,55+,18-24,Прочее,До 30 дней,5...10 Mbps,Прочее
Android,Все мобильные,19,Прочее,До 15 дней,2023-08-27,Нет простоя,,Менее 5%,До 40 руб,a. <100 MB,ВВ - Архивный (версия 12.16),Прочее,Дальневосточный филиал,-0.13676746001691925,Высокий,До 80%,NETWORK DEVICE,Нет,Ева+,10-25 тыс. руб.,Нет,Большой,45-54,18-24,98..99.5%,181-366 дней,<2 Mbps,Более 80%
Прочее,ПД,17,98...99.5%,Нет,2023-03-05,5-24 часа,Жен,Более 20%,До 40 руб,c. 80-90%,YOTA_Готовый тариф,Прочее,Поволжский филиал,-1.0,Средний,Не VoLTE,SMART WATCH,До 100MB,Ева МЛК,До 10 тыс. руб.,Нет,Средний,35-44,18-24,98..99.5%,31-90 дней,>10 Mbps,20...80%
iOS,Сэмплинг,1,>99.5%,Нет,2023-06-14,Нет простоя,Муж,5...20%,Более 40 руб,d. >90%,Умные вещи,Более 80%,Центральный филиал,-0.02170005821407588,Средний,Более 80%,NETWORK DEVICE,Более 1GB,Ева МЛК,До 10 тыс. руб.,Нет,Большой,55+,18-24,>99.5%,91-180 дней,>10 Mbps,Прочее
Android,Прочие,13,<98%,Нет,2024-05-09,1-5 часов,Муж,5...20%,До 40 руб,a. <100 MB,Тарифные планы FMC - Объединяй 5.0,Прочее,Кавказский филиал,0.021737739675057495,Низкий,Более 80%,ROUTER,До 100MB,Ева Volte,25-50 тыс. руб.,Есть,Большой,55+,55+,<98%,До 30 дней,Прочее,Прочее
Прочее,Включайся!,9,98...99.5%,Более 15 дней,2023-05-05,5-24 часа,Жен,Менее 5%,До 40 руб,c. 80-90%,Включайся! - Линейка 2.1,Прочее,Дальневосточный филиал,-0.20732524986322184,Высокий,Не VoLTE,DATA CARD,До 100MB,Ева+,Нет данных,Есть,Малый,55+,55+,98..99.5%,31-90 дней,>10 Mbps,Прочее
Прочее,Агентский конвергент,11,<98%,Более 15 дней,2023-10-23,Более 24 часов,Не определен,Менее 5%,Более 40 руб,c. 80-90%,Агентская линейка 2021,Более 80%,Сибирский филиал,0.30819690093513286,Высокий,Не VoLTE,SMART WATCH,Более 1GB,Ева МЛК,25-50 тыс. руб.,Есть,Малый,45-54,55+,<98%,До 30 дней,<2 Mbps,Прочее
Android,ПД,9,<98%,Нет,2024-01-24,Нет простоя,Жен,5...20%,Нет переплат,d. >90%,Управляй 2.0,Более 80%,Дальневосточный филиал,0.03540549239812417,Средний,Не VoLTE,USB MODEM,До 100MB,Ева МЛК,Нет данных,Есть,Средний,55+,25-34,>99.5%,До 30 дней,5...10 Mbps,Прочее
Прочее,СНГ,17,98...99.5%,Более 15 дней,2023-09-06,1-5 часов,Не определен,Более 20%,Нет переплат,c. 80-90%,ТП Посекундный 2021,Более 80%,Северо-Западный филиал,-0.13091206156950402,Низкий,Не VoLTE,PHONE,Нет,Ева+,Нет данных,Нет,Малый,55+,55+,Прочее,31-90 дней,Прочее,Прочее
iOS,ПД,7,98...99.5%,Нет,2023-06-26,1-5 часов,Муж,Менее 5%,Нет переплат,d. >90%,МегаФон - Линейка 3.1,Менее 80%,Сибирский филиал,0.04176351853194882,Средний,Более 80%,NETWORK DEVICE,Нет,Ева Volte,10-25 тыс. руб.,Есть,Средний,45-54,25-34,98..99.5%,181-366 дней,<2 Mbps,Более 80%
iOS,Сэмплинг,8,98...99.5%,Нет,2024-10-16,Риск простоя,Жен,Менее 5%,До 40 руб,a. <100 MB,Твой интернет - линейка 2019,Более 80%,Центральный филиал,-0.032187762246974734,Низкий,Более 80%,USB MODEM,Нет,Ева МЛК,10-25 тыс. руб.,Есть,Большой,35-44,55+,<98%,31-90 дней,<2 Mbps,Более 80%
iOS,Персональные,2,>99.5%,Нет,2024-04-09,Риск простоя,Муж,Прочее,Нет переплат,b. <80%,Агентская линейка 2022,Прочее,Сибирский филиал,0.005658490970220063,Высокий,До 80%,UNDEFINED,100MB - 1GB,Ева Volte,Нет данных,Есть,Средний,55+,55+,98..99.5%,До 30 дней,>10 Mbps,Прочее
