NETWORK_SPD_LOWER_THAN_2000,NETWORK_SQI_VOICE,SURVEY_CITY_SIZE,PRODUCT_GROUP_TARIFF,NETWORK_4G_SHARE,SNAP_DATE_DAY,PROFILE_DEVICE_OS,FILIAL_ID,NETWORK_VOWIFI,SURVEY_ARPU_GROUP,PRODUCT_TARIFF_CHANGE,NETWORK_DURATION_2G,NPS,SURVEY_AGE_GROUP,NETWORK_VOLTE,PRODUCT_EVA_TYPE,PROFILE_KINOPOISK,SURVEY_GENDER,NETWORK_OVERLOAD,NETWORK_DURATION_4G,SURVEY_OPERATOR_AGE_GROUP,PROFILE_DEVICE_PRICE,NETWORK_SPEED_LTE,NETWORK_SQI_DATA,PRODUCT_NAME_LINE_TP,REGION_FILIAL,PROFILE_DEVICE_TYPE,PRODUCT_PEREPLATY,NETWORK_PROSTOI
20...80%,98..99.5%,Большой,Внутрисетевые,c. 80-90%,2024-06-14,Прочее,12.0,Нет,Средний,181-366 дней,Менее 5%,-0.0,55+,Более 80%,Ева Volte,До 100MB,Муж,До 15 дней,Более 80%,25-34,10-25 тыс. руб.,<2 Mbps,98...99.5%,Тарифные планы FMC - Объединяй 6.1,Северо-Западный филиал,LAPTOP,Более 40 руб,5-24 часа
Менее 20%,98..99.5%,Большой,Персональные,a. <100 MB,2024-07-30,Прочее,18.0,Есть,Низкий,До 30 дней,5...20%,-0.5426419952225745,55+,Более 80%,Ева+,100MB - 1GB,Жен,Более 15 дней,Более 80%,35-44,До 10 тыс. руб.,>10 Mbps,>99.5%,Тарифные планы FMC - Объединяй 6.0,Сибирский филиал,NETWORK DEVICE,До 40 руб,5-24 часа
Более 80%,Прочее,Средний,Все включено,c. 80-90%,2024-10-19,Android,7.0,Нет,Низкий,До 30 дней,5...20%,-0.05980942287148214,55+,До 80%,Ева Volte,Более 1GB,Жен,До 15 дней,Менее 80%,45-54,Более 50 тыс. руб,5...10 Mbps,<98%,Тёплый приём - линейка 3.0,Центральный филиал,TABLET,Нет переплат,1-5 часов
Более 80%,98..99.5%,Малый,ПД,a. <100 MB,2024-12-29,iOS,16.0,Нет,Средний,31-90 дней,5...20%,-0.12708190919622403,45-54,До 80%,Ева+,100MB - 1GB,Не определен,Нет,Менее 80%,55+,Более 50 тыс. руб,<2 Mbps,>99.5%,Мегафон – Линейка 4.0,Северо-Западный филиал,TABLET,Нет переплат,Риск простоя
Менее 20%,>99.5%,Большой,ПД,a. <100 MB,2023-01-15,Прочее,19.0,Нет,Высокий,31-90 дней,Прочее,1.0,55+,Не VoLTE,Ева Volte,Нет,Не определен,Нет,Менее 80%,45-54,До 10 тыс. руб.,>10 Mbps,>99.5%,Без переплат - Линейка 1.2,Северо-Западный филиал,SMART WATCH,Более 40 руб,5-24 часа
Более 80%,>99.5%,Средний,Прочие,c. 80-90%,2024-12-04,iOS,6.0,Нет,Средний,Прочее,Менее 5%,-1.0,55+,До 80%,Ева+,Нет,Жен,До 15 дней,Прочее,45-54,10-25 тыс. руб.,Прочее,<98%,PowerNET 2.0,Дальневосточный филиал,TABLET,До 40 руб,5-24 часа
20...80%,>99.5%,Малый,Персональные,d. >90%,2023-01-04,iOS,6.0,Нет,Низкий,До 30 дней,5...20%,-0.6438771680457854,25-34,Не VoLTE,Ева Volte,Более 1GB,Муж,Более 15 дней,Прочее,55+,Более 50 тыс. руб,Прочее,>99.5%,Линейка продуктов для агентского канала,Кавказский филиал,ROUTER,Нет переплат,Риск простоя
Прочее,98..99.5%,Большой,СНГ,b. <80%,2024-07-24,Прочее,6.0,Нет,Средний,До 30 дней,Менее 5%,-1.0,55+,Более 80%,Ева Volte,Нет,Не определен,До 15 дней,Прочее,45-54,10-25 тыс. руб.,5...10 Mbps,>99.5%,YOTA_Готовый тариф,Столичный филиал,LAPTOP,Более 40 руб,Нет простоя
Более 80%,>99.5%,Малый,Сэмплинг,d. >90%,2024-12-19,Android,15.0,Нет,Средний,Более 366 дней,Прочее,-0.0,55+,До 80%,Ева МЛК,До 100MB,Муж,Нет,Менее 80%,55+,25-50 тыс. руб.,5...10 Mbps,98...99.5%,Тёплый приём - линейка 5.0,Дальневосточный филиал,NETWORK DEVICE,До 40 руб,Нет простоя
Прочее,>99.5%,Малый,Внутрисетевые,d. >90%,2023-06-18,Android,2.0,Есть,Низкий,Более 366 дней,5...20%,-1.0,18-24,Не VoLTE,Ева+,До 100MB,Жен,Более 15 дней,Более 80%,45-54,Более 50 тыс. руб,2...5 Mbps,98...99.5%,Без переплат - Линейка 2.0,Дальневосточный филиал,SMARTPHONE,До 40 руб,Более 24 часов
Более 80%,Прочее,Средний,Персональные,d. >90%,2023-06-30,Прочее,9.0,Есть,Средний,Прочее,Менее 5%,-0.2420604813160197,55+,Не VoLTE,Ева+,До 100MB,Муж,Нет,Более 80%,35-44,Нет данных,2...5 Mbps,>99.5%,Моноинтернет от МегаФона,Уральский филиал,TABLET,До 40 руб,1-5 часов
Более 80%,<98%,Большой,Прочие,b. <80%,2023-03-20,Прочее,8.0,Есть,Низкий,Более 366 дней,Прочее,0.0,55+,Более 80%,Ева+,До 100MB,Жен,До 15 дней,Прочее,55+,Более 50 тыс. руб,2...5 Mbps,>99.5%,Линейка 'Безлимит 1.0',Северо-Западный филиал,TABLET,До 40 руб,5-24 часа
Прочее,Прочее,Большой,Персональные,a. <100 MB,2023-02-19,iOS,7.0,Нет,Средний,Прочее,Прочее,0.32750478592790905,55+,Более 80%,Ева Volte,Более 1GB,Жен,До 15 дней,Более 80%,25-34,10-25 тыс. руб.,5...10 Mbps,>99.5%,Моноинтернет от МегаФона,Северо-Западный филиал,LAPTOP,До 40 руб,Риск простоя
20...80%,Прочее,Большой,Внутрисетевые,b. <80%,2023-08-15,Android,16.0,Есть,Низкий,181-366 дней,Прочее,-0.23367698064272516,55+,До 80%,Ева+,Более 1GB,Жен,До 15 дней,Прочее,25-34,Более 50 тыс. руб,>10 Mbps,<98%,Без переплат - Линейка 1.5,Дальневосточный филиал,USB MODEM,До 40 руб,Риск простоя
Менее 20%,Прочее,Малый,Персональные,b. <80%,2024-09-22,Прочее,15.0,Нет,Высокий,181-366 дней,Более 20%,-0.0,55,До 80%,Ева+,Нет,Не определен,Нет,Менее 80%,55+,25-50 тыс. руб.,>10 Mbps,Прочее,Линейка 'Безлимит 1.0',Уральский филиал,LAPTOP,До 40 руб,Более 24 часов
Менее 20%,>99.5%,Малый,Внутрисетевые,b. <80%,2023-02-01,iOS,9.0,Есть,Низкий,181-366 дней,5...20%,-1.0,25-34,Более 80%,Ева Volte,До 100MB,Жен,До 15 дней,Менее 80%,45-54,До 10 тыс. руб.,<2 Mbps,>99.5%,Управляй 2.0,Кавказский филиал,TABLET,Более 40 руб,Риск простоя
Более 80%,Прочее,Малый,ПД,d. >90%,2024-06-02,iOS,15.0,Нет,Средний,91-180 дней,Менее 5%,0.0,35-44,До 80%,Ева Volte,Более 1GB,Жен,До 15 дней,Более 80%,35-44,Нет данных,Прочее,>99.5%,Включайся! - Линейка 2 Огненный щит,Центральный филиал,UNDEFINED,Более 40 руб,Более 24 часов
Прочее,98..99.5%,Средний,Все включено,d. >90%,2024-10-11,iOS,2.0,Есть,Низкий,181-366 дней,Прочее,0.20904951872512545,45-54,До 80%,Ева МЛК,Нет,Жен,До 15 дней,Прочее,55+,Более 50 тыс. руб,Прочее,Прочее,Новая линейка ПД 2022,Сибирский филиал,SMART WATCH,До 40 руб,1-5 часов
Более 80%,<98%,Малый,Включайся!,d. >90%,2024-02-23,Android,14.0,Есть,Низкий,Более 366 дней,Менее 5%,-0.0,55+,Более 80%,Ева Volte,100MB - 1GB,Муж,До 15 дней,Менее 80%,35-44,Нет данных,>10 Mbps,98...99.5%,Без переплат - Линейка 1.1,Дальневосточный филиал,DATA CARD,До 40 руб,Нет простоя
20...80%,Прочее,Малый,Внутрисетевые,d. >90%,2024-11-28,iOS,11.0,Есть,Средний,181-366 дней,5...20%,-0.08473712071558226,55+,Не VoLTE,Ева Volte,Нет,Не определен,До 15 дней,Более 80%,35-44,25-50 тыс. руб.,>10 Mbps,>99.5%,Линейка 'Безлимит 1.0',Кавказский филиал,SMART WATCH,Более 40 руб,Риск простоя
Более 80%,Прочее,Малый,Без переплат,c. 80-90%,2024-08-21,Прочее,3.0,Есть,Низкий,Более 366 дней,Менее 5%,0.07675316182773011,45-54,Более 80%,Ева+,До 100MB,Не определен,До 15 дней,Более 80%,45-54,До 10 тыс. руб.,<2 Mbps,Прочее,Тарифные планы FMC - Объединяй 2.0,Поволжский филиал,PHONE,Более 40 руб,Нет простоя
Прочее,98..99.5%,Большой,Прочие,a. <100 MB,2024-01-04,iOS,2.0,Нет,Низкий,Более 366 дней,5...20%,0.0,55+,До 80%,Ева Volte,До 100MB,Жен,Более 15 дней,Прочее,55+,10-25 тыс. руб.,5...10 Mbps,Прочее,Для ТП Первый семейный,Кавказский филиал,DATA CARD,Нет переплат,5-24 часа
Более 80%,98..99.5%,Большой,Все включено,c. 80-90%,2024-07-15,Прочее,18.0,Есть,Средний,31-90 дней,Прочее,0.0,55+,Более 80%,Ева МЛК,100MB - 1GB,Жен,Нет,Более 80%,55+,25-50 тыс. руб.,5...10 Mbps,>99.5%,Новая линейка ПД 2021,Поволжский филиал,SMART WATCH,Более 40 руб,1-5 часов
20...80%,Прочее,Большой,СНГ,d. >90%,2024-03-27,Прочее,14.0,Есть,Средний,Более 366 дней,Прочее,0.5130370932492777,55+,До 80%,Ева+,100MB - 1GB,Жен,Более 15 дней,Более 80%,25-34,Нет данных,Прочее,<98%,Управляй 2.0,Кавказский филиал,USB MODEM,Нет переплат,1-5 часов
20...80%,98..99.5%,Средний,Сэмплинг,c. 80-90%,2023-04-05,Прочее,5.0,Нет,Низкий,До 30 дней,5...20%,0.026211685134265812,45-54,Более 80%,Ева+,Нет,Не определен,До 15 дней,Менее 80%,35-44,25-50 тыс. руб.,5...10 Mbps,<98%,Тёплый приём - линейка 5.1,Уральский филиал,NETWORK DEVICE,До 40 руб,Нет простоя
Более 80%,98..99.5%,Средний,Включайся!,d. >90%,2023-12-06,Android,12.0,Есть,Низкий,До 30 дней,5...20%,-0.16619853162697082,55+,Не VoLTE,Ева МЛК,Нет,Не определен,До 15 дней,Более 80%,45-54,Нет данных,>10 Mbps,Прочее,Без переплат - Линейка 2.0,Северо-Западный филиал,DATA CARD,До 40 руб,1-5 часов
20...80%,<98%,Малый,Сэмплинг,a. <100 MB,2023-10-30,Android,14.0,Нет,Низкий,До 30 дней,5...20%,0.09500611165153987,55+,До 80%,Ева+,До 100MB,Не определен,До 15 дней,Более 80%,55+,Нет данных,Прочее,<98%,Тёплый приём - линейка 7.2,Поволжский филиал,SMARTPHONE,Более 40 руб,1-5 часов
20...80%,98..99.5%,Малый,Все включено,c. 80-90%,2023-08-20,Прочее,6.0,Нет,Средний,181-366 дней,Менее 5%,-1.0,55+,Более 80%,Ева Volte,До 100MB,Не определен,Нет,Прочее,55+,10-25 тыс. руб.,5...10 Mbps,98...99.5%,Тарифные планы FMC - Объединяй 6.2,Кавказский филиал,USB MODEM,До 40 руб,Более 24 часов
Более 80%,<98%,Малый,Сэмплинг,a. <100 MB,2023-06-30,Прочее,8.0,Есть,Низкий,Более 366 дней,Более 20%,-0.019951028723940924,18-24,Более 80%,Ева+,Нет,Жен,Более 15 дней,Более 80%,55+,Нет данных,5...10 Mbps,<98%,Тёплый приём - линейка 3.1,Поволжский филиал,TABLET,Нет переплат,5-24 часа
Более 80%,Прочее,Средний,ПД,b. <80%,2023-10-10,Android,7.0,Есть,Высокий,91-180 дней,Прочее,-0.30401542414691674,18-24,Более 80%,Ева+,До 100MB,Муж,Более 15 дней,Более 80%,55+,До 10 тыс. руб.,>10 Mbps,Прочее,ВВ - Архивный (версия 12.16),Дальневосточный филиал,LAPTOP,Нет переплат,Более 24 часов
Менее 20%,Прочее,Средний,Внутрисетевые,c. 80-90%,2024-03-05,iOS,7.0,Есть,Средний,Прочее,5...20%,-0.8964468365066587,35-44,До 80%,Ева МЛК,Более 1GB,Жен,Более 15 дней,Прочее,35-44,До 10 тыс. руб.,Прочее,98...99.5%,Тёплый приём - линейка 7.0,Уральский филиал,SMART WATCH,Более 40 руб,Нет простоя
Более 80%,Прочее,Большой,Сэмплинг,a. <100 MB,2023-11-20,Android,12.0,Нет,Низкий,Более 366 дней,Более 20%,-0.10943821470865556,45-54,Более 80%,Ева МЛК,100MB - 1GB,Жен,Нет,Прочее,35-44,10-25 тыс. руб.,Прочее,98...99.5%,Без переплат - Линейка 2.1,Уральский филиал,UNDEFINED,Более 40 руб,5-24 часа
20...80%,Прочее,Средний,Без переплат,b. <80%,2023-05-31,iOS,7.0,Нет,Средний,91-180 дней,Прочее,-1.0,55+,Более 80%,Ева Volte,До 100MB,Муж,Более 15 дней,Прочее,18-24,Более 50 тыс. руб,Прочее,Прочее,Тёплый приём - линейка 3.0,Столичный филиал,UNDEFINED,Нет переплат,Риск простоя
Менее 20%,98..99.5%,Большой,Все мобильные,d. >90%,2023-01-27,iOS,12.0,Нет,Средний,181-366 дней,Менее 5%,1.0,55+,Не VoLTE,Ева Volte,Более 1GB,Жен,Нет,Прочее,55+,10-25 тыс. руб.,2...5 Mbps,>99.5%,Без переплат - Линейка 2.3,Кавказский филиал,PHONE,До 40 руб,1-5 часов
Менее 20%,>99.5%,Средний,СНГ,c. 80-90%,2023-04-04,Android,16.0,Нет,Низкий,31-90 дней,5...20%,0.08986892924880344,25-34,Не VoLTE,Ева МЛК,До 100MB,Жен,Нет,Прочее,55+,25-50 тыс. руб.,>10 Mbps,98...99.5%,ВВ - 05.17 (S/M/S+/M+),Дальневосточный филиал,DATA CARD,Нет переплат,1-5 часов
Менее 20%,98..99.5%,Большой,Все включено,c. 80-90%,2024-05-29,iOS,7.0,Есть,Средний,31-90 дней,Более 20%,1.0,55+,Не VoLTE,Ева+,Более 1GB,Не определен,До 15 дней,Прочее,55+,До 10 тыс. руб.,<2 Mbps,>99.5%,МегаФон - Линейка 3.1,Центральный филиал,SMARTPHONE,Более 40 руб,5-24 часа
Более 80%,Прочее,Средний,СНГ,d. >90%,2024-01-23,iOS,8.0,Есть,Высокий,Более 366 дней,Прочее,-0.0,55+,Более 80%,Ева+,Более 1GB,Не определен,Более 15 дней,Менее 80%,55+,10-25 тыс. руб.,Прочее,98...99.5%,FMC - продукты для агентов,Северо-Западный филиал,SMARTPHONE,Более 40 руб,Более 24 часов
